3.996747e+002,0.000000e+000
4.001569e+002,1.689419e+001
4.006390e+002,1.695982e+001
4.011211e+002,1.699208e+001
4.016032e+002,1.701863e+001
4.020853e+002,1.706391e+001
4.025674e+002,1.713674e+001
4.030496e+002,1.722725e+001
4.035317e+002,1.731308e+001
4.040138e+002,1.737158e+001
4.044959e+002,1.739005e+001
4.049780e+002,1.737134e+001
4.054601e+002,1.733216e+001
4.059423e+002,1.729491e+001
4.064244e+002,1.727558e+001
4.069065e+002,1.727567e+001
4.073886e+002,1.728368e+001
4.078707e+002,1.728489e+001
4.083528e+002,1.727156e+001
4.088350e+002,1.725794e+001
4.093171e+002,1.725583e+001
4.097992e+002,1.726685e+001
4.102813e+002,1.728573e+001
4.107634e+002,1.735212e+001
4.112455e+002,1.742885e+001
4.117277e+002,1.750168e+001
4.122098e+002,1.755396e+001
4.126919e+002,1.758550e+001
4.131740e+002,1.759919e+001
4.136561e+002,1.762391e+001
4.141382e+002,1.762923e+001
4.146204e+002,1.765300e+001
4.151025e+002,1.768212e+001
4.155846e+002,1.769671e+001
4.160667e+002,1.768680e+001
4.165488e+002,1.765302e+001
4.170309e+002,1.760710e+001
4.175131e+002,1.755402e+001
4.179952e+002,1.751024e+001
4.184773e+002,1.746703e+001
4.189594e+002,1.746129e+001
4.194415e+002,1.748500e+001
4.199236e+002,1.751791e+001
4.204058e+002,1.756662e+001
4.208879e+002,1.764405e+001
4.213700e+002,1.775663e+001
4.218521e+002,1.787895e+001
4.223342e+002,1.799833e+001
4.228163e+002,1.814017e+001
4.232985e+002,1.826103e+001
4.237806e+002,1.833984e+001
4.242627e+002,1.838792e+001
4.247448e+002,1.841689e+001
4.252269e+002,1.844384e+001
4.257090e+002,1.848469e+001
4.261912e+002,1.855000e+001
4.266733e+002,1.862815e+001
4.271554e+002,1.870905e+001
4.276375e+002,1.878415e+001
4.281196e+002,1.885102e+001
4.286017e+002,1.891333e+001
4.290839e+002,1.898455e+001
4.295660e+002,1.907016e+001
4.300481e+002,1.917790e+001
