3.992123e+002,1.000000e+002
4.011409e+002,9.883807e+001
4.030695e+002,9.698807e+001
4.049980e+002,9.671946e+001
4.069266e+002,9.750304e+001
4.088552e+002,9.834884e+001
4.107837e+002,9.763494e+001
4.127123e+002,9.716058e+001
4.146408e+002,9.670100e+001
4.165694e+002,9.671481e+001
4.184980e+002,9.649059e+001
4.204265e+002,9.615862e+001
4.223551e+002,9.609039e+001
4.242837e+002,9.604881e+001
4.262122e+002,9.607203e+001
4.281408e+002,9.596249e+001
4.300693e+002,9.574725e+001
4.319979e+002,9.571585e+001
4.339265e+002,9.581988e+001
4.358550e+002,9.595210e+001
4.377836e+002,9.613551e+001
4.397121e+002,9.631839e+001
4.416407e+002,9.638300e+001
4.435693e+002,9.622479e+001
4.454978e+002,9.618564e+001
4.474264e+002,9.621799e+001
4.493549e+002,9.617467e+001
4.512835e+002,9.602390e+001
4.532121e+002,9.594454e+001
4.551406e+002,9.591537e+001
4.570692e+002,9.571066e+001
4.589978e+002,9.547771e+001
4.609263e+002,9.529008e+001
4.628549e+002,9.507578e+001
4.647834e+002,9.496305e+001
4.667120e+002,9.492234e+001
4.686406e+002,9.482495e+001
4.705691e+002,9.478329e+001
4.724977e+002,9.477758e+001
4.744263e+002,9.473563e+001
4.763548e+002,9.474734e+001
4.782834e+002,9.475661e+001
4.802119e+002,9.473942e+001
4.821405e+002,9.471050e+001
4.840691e+002,9.471516e+001
4.859976e+002,9.478246e+001
4.879262e+002,9.486359e+001
4.898548e+002,9.494724e+001
4.917833e+002,9.501687e+001
4.937119e+002,9.501977e+001
4.956404e+002,9.494213e+001
4.975690e+002,9.484041e+001
4.994976e+002,9.476460e+001
5.014261e+002,9.468770e+001
5.033547e+002,9.461334e+001
5.052832e+002,9.455450e+001
5.072118e+002,9.450386e+001
5.091404e+002,9.442823e+001
5.110689e+002,9.438436e+001
5.129975e+002,9.437920e+001
5.149261e+002,9.433429e+001
5.168546e+002,9.425782e+001
5.187832e+002,9.416078e+001
5.207117e+002,9.409093e+001
5.226403e+002,9.405808e+001
5.245688e+002,9.403316e+001
5.264974e+002,9.405445e+001
5.284260e+002,9.411227e+001
5.303546e+002,9.417141e+001
5.322831e+002,9.422904e+001
5.342117e+002,9.427508e+001
5.361403e+002,9.429021e+001
5.380688e+002,9.426462e+001
5.399974e+002,9.421984e+001
5.419259e+002,9.416473e+001
5.438545e+002,9.410844e+001
5.457830e+002,9.403851e+001
5.477116e+002,9.397477e+001
5.496402e+002,9.390792e+001
5.515687e+002,9.383174e+001
5.534973e+002,9.377298e+001
5.554258e+002,9.371771e+001
5.573544e+002,9.366852e+001
5.592830e+002,9.363002e+001
5.612115e+002,9.358385e+001
5.631401e+002,9.354000e+001
5.650687e+002,9.350631e+001
5.669973e+002,9.349901e+001
5.689258e+002,9.350230e+001
5.708544e+002,9.349914e+001
5.727829e+002,9.349240e+001
5.747115e+002,9.348060e+001
5.766400e+002,9.343898e+001
5.785686e+002,9.339402e+001
5.804972e+002,9.333720e+001
5.824257e+002,9.325248e+001
5.843543e+002,9.316222e+001
5.862828e+002,9.308734e+001
5.882114e+002,9.300718e+001
5.901400e+002,9.293983e+001
5.920685e+002,9.286286e+001
5.939971e+002,9.279061e+001
